episodes,DQV,DQV-Max,DQN,DDQN,Upside-Down
437,-2.0173713073,0.2294980905,-19.3209164222,-19.3687942956,-21
438,-2.4445512096,0.2708400574,-19.2575248681,-19.3269589403,-21
439,-2.7722495065,0.2339638837,-19.1838472573,-19.3031265294,-19
440,-2.9434637588,0.1038746554,-19.1330725005,-19.3006490523,-20
441,-2.9287739619,-0.1030116812,-19.122115465,-19.3177241655,-21
442,-2.7257795218,-0.3468266228,-19.1463645787,-19.35027327,-21
443,-2.3485080196,-0.580210296,-19.1857165679,-19.3949821648,-19
444,-1.8168097368,-0.7621297639,-19.2172446195,-19.4494076699,-19
445,-1.1543839507,-0.8678318246,-19.2270815121,-19.5095225267,-21
446,-0.398929946,-0.8978509539,-19.2148123378,-19.5670266674,-21
447,0.3882203077,-0.8851344806,-19.1896701193,-19.6100855228,-20
448,1.1252347956,-0.8853977617,-19.1635181885,-19.6276606364,-21
449,1.7297192537,-0.9537897304,-19.1462451461,-19.6152068499,-20
450,2.1450562291,-1.1143730709,-19.1456351262,-19.5759366437,-21
451,2.359202427,-1.3453236793,-19.1684886284,-19.5179628813,-21
452,2.4055012654,-1.589069879,-19.219039074,-19.4489742334,-21
453,2.3488468066,-1.780654517,-19.2941175288,-19.3739113225,-21
454,2.2648966278,-1.8746818153,-19.3789834845,-19.2968320522,-21
455,2.2216668278,-1.8557686943,-19.4491734024,-19.2246336038,-21
456,2.2666767341,-1.7305549324,-19.4790672809,-19.1688195023,-20
457,2.4220144984,-1.5169771627,-19.4531908514,-19.142100051,-21
458,2.684991082,-1.240110455,-19.3738686907,-19.1521537241,-20
459,3.0340544718,-0.9396597661,-19.2605004759,-19.1964250547,-20
460,3.4390743623,-0.6710342481,-19.1416566737,-19.2614962861,-19
461,3.871466,-0.4932150096,-19.0434614831,-19.3283766659,-21
462,4.3114855192,-0.4441805666,-18.9815953821,-19.380067679,-21
463,4.7477923038,-0.5205402202,-18.9588129812,-19.4078810714,-20
464,5.1666524095,-0.6748247255,-18.9686532815,-19.4139105582,-20
465,5.5362146564,-0.8354848929,-19.0005828979,-19.4083427931,-21
466,5.8001127361,-0.9370794588,-19.042693067,-19.4034749387,-21
467,5.8926650596,-0.9459317405,-19.0810670842,-19.4068519766,-21
468,5.7744947276,-0.8645218642,-19.0981452673,-19.4165726192,-20
469,5.4693512763,-0.7216693097,-19.0741203424,-19.420957697,-20
470,5.0729724359,-0.5543389595,-18.9944099748,-19.403681553,-21
471,4.722604961,-0.394896351,-18.859366441,-19.3517573759,-21
472,4.542590409,-0.2664070806,-18.6904406616,-19.262403796,-20
473,4.5979647715,-0.1831794093,-18.5254298106,-19.1452602982,-20
474,4.8815749684,-0.1482593719,-18.4038850769,-19.0179315086,-21
475,5.3322043149,-0.1534403027,-18.3500375919,-18.8990511618,-21
476,5.8675632499,-0.1783839916,-18.3634738247,-18.8017852759,-20
477,6.4110759967,-0.1946478648,-18.4221825477,-18.732030285,-20
478,6.9062333665,-0.170941537,-18.4950751874,-18.6896209227,-20
479,7.3191037444,-0.0764977129,-18.5551601112,-18.6713188869,-21
480,7.6365689026,0.1208476802,-18.5874907657,-18.6730524631,-21
481,7.8636133889,0.4574905334,-18.5908342918,-18.6895550899,-19
482,8.0198240233,0.9700082894,-18.5752479125,-18.7139442537,-19
483,8.1340873362,1.6756714554,-18.5569693903,-18.7381126001,-21
484,8.2338772739,2.5473641682,-18.5510112414,-18.7553417032,-21
485,8.3352817892,3.4994290168,-18.5637983588,-18.7639215771,-20
486,8.4363449323,4.4046801039,-18.5903218963,-18.7689697148,-21
487,8.5198418314,5.1404559849,-18.6175149316,-18.7803310358,-21
488,8.5666074719,5.6417607678,-18.6323129014,-18.8079111558,-20
489,8.5721820057,5.9275483341,-18.6279601071,-18.8567131959,-21
490,8.5561973758,6.08560695,-18.6048749758,-18.9244463588,-21
491,8.5567229307,6.2214141919,-18.5673306317,-19.0013839431,-21
492,8.6124213656,6.4021950147,-18.5201384947,-19.072718319,-21
493,8.7433237129,6.6218320563,-18.4688560878,-19.1225932139,-20
494,8.9460407808,6.8109732871,-18.4222213455,-19.1398097238,-20
495,9.2024638938,6.8802507514,-18.3925264139,-19.1232169138,-21
496,9.4957700776,6.7773995328,-18.3922189475,-19.0833042293,-21
497,9.8157680239,6.5260931409,-18.4279504963,-19.037181502,-19
498,10.1507589802,6.2266534461,-18.4961376612,-18.9986791565,-21
499,10.4748151259,6.0183684153,-18.5823824297,-18.9697935646,-20
500,10.7476279654,6.0214500867,-18.6650425324,-18.9392730627,-19
501,10.9317289879,6.2849941937,-18.7221036815,-18.89032534,-20
502,11.0196042727,6.765780486,-18.7390910835,-18.8117771909,-20
503,11.0451589686,7.3483311553,-18.7145035379,-18.7061308925,-21
504,11.071288888,7.8998889114,-18.6601849741,-18.5893954982,-19
505,11.1560233096,8.3306405721,-18.5946790134,-18.4832651342,-21
506,11.320888222,8.6293028625,-18.5342798337,-18.4055960914,-21
507,11.5387300827,8.8556109057,-18.4858587209,-18.3639238848,-21
508,11.7488281349,9.095238916,-18.4458331223,-18.3554843424,-20
509,11.886126288,9.4026394219,-18.4051540834,-18.3726820804,-19
510,11.9093864144,9.7642519513,-18.3572058473,-18.4090199902,-21
511,11.8161919905,10.0991459533,-18.3039223865,-18.4612248572,-19
512,11.6412868815,10.2949061598,-18.2564598647,-18.5264355084,-19
513,11.4416100916,10.255219842,-18.2294354141,-18.5960471312,-20
514,11.2780536188,9.938861253,-18.2323610876,-18.6522975412,-21
515,11.1979626659,9.3718305741,-18.264494544,-18.6711657054,-20
516,11.2233403296,8.6387696628,-18.3158234447,-18.6319672852,-19
517,11.3446163478,7.8589313317,-18.3746179786,-18.5281736516,-21
518,11.5219790398,7.1572127941,-18.4341391086,-18.3734095328,-19
519,11.694804494,6.6339740989,-18.4930074003,-18.1991467717,-20
520,11.8007685713,6.3430302237,-18.5496435491,-18.0441683915,-21
521,11.7942787136,6.2853513948,-18.5964663979,-17.9419446228,-21
522,11.6593270953,6.4235890057,-18.6196917612,-17.9094891841,-21
523,11.4093620992,6.7103687694,-18.605100001,-17.9432964181,-21
524,11.0790118843,7.1119683734,-18.545690855,-18.0221483382,-21
525,10.7144035568,7.6109647776,-18.4465732532,-18.1153715556,-20
526,10.3666524981,8.1899130358,-18.322824955,-18.1936862824,-19
527,10.0876009504,8.8121478723,-18.1927260411,-18.2386670618,-19
528,9.9267659604,9.4185256932,-18.0697831495,-18.2471165215,-19
529,9.9237195382,9.9450751927,-17.9572817973,-18.2294798519,-21
530,10.0990426047,10.3496762149,-17.8489972054,-18.2036774925,-18
531,10.4446909612,10.6298831216,-17.73555048,-18.187368598,-21
532,10.9204634825,10.8214319536,-17.6138223865,-18.1919198756,-21
533,11.4609808348,10.9810066639,-17.4936821306,-18.2202270135,-20
534,11.9950530906,11.1633963953,-17.3972355743,-18.2676205195,-20
535,12.4668474424,11.4011810699,-17.3506794531,-18.3263355715,-20
536,12.8499133399,11.6941956418,-17.3728395489,-18.390044708,-20
537,13.1467277723,12.010335469,-17.4664840073,-18.4574730903,-21
538,13.3765725847,12.2979425843,-17.6158528418,-18.5314560039,-21
539,13.5600746942,12.5043564784,-17.7892510518,-18.6133801921,-19
540,13.7104802561,12.5990766107,-17.9460566199,-18.6977228341,-19
541,13.8329477669,12.5868369771,-18.0469938765,-18.7707683917,-21
542,13.9319066638,12.5056536424,-18.0656021228,-18.816695751,-20
543,14.0184681559,12.4043013347,-17.998326816,-18.8256556421,-21
544,14.1129640743,12.3148530089,-17.8683690513,-18.7991360528,-21
545,14.2376591406,12.2362421242,-17.7194966278,-18.7485043125,-21
546,14.4020484164,12.1423737714,-17.6005915964,-18.6886554793,-21
547,14.5886826349,12.0079856459,-17.5477837084,-18.631743005,-21
548,14.7542037286,11.8302903649,-17.572466734,-18.583044882,-20
549,14.8487212069,11.6319114857,-17.660595221,-18.5404193047,-19
550,14.8450858443,11.449200688,-17.782583043,-18.4957311208,-20
551,14.7602069341,11.3180146094,-17.907277745,-18.4391814381,-21
552,14.6505004855,11.2724304609,-18.012692143,-18.3657126417,-20
553,14.5832328963,11.3454346702,-18.0896493956,-18.2802797033,-20
554,14.600685717,11.5617965437,-18.1388603212,-18.198554517,-21
555,14.7002320997,11.9205626059,-18.1638259171,-18.141319729,-21
556,14.842800434,12.3771379302,-18.1649071166,-18.1257711017,-18
557,14.9801595514,12.8432345982,-18.1382700412,-18.1590929232,-21
558,15.0784691579,13.2102208887,-18.0793845462,-18.2373121381,-20
559,15.1257221441,13.3878710095,-17.9889925637,-18.3490553047,-21
560,15.123730643,13.3420797807,-17.8776714737,-18.4798833371,-20
561,15.0780237464,13.1094393488,-17.7660960089,-18.613838368,-21
562,14.9941837048,12.7817853998,-17.6796900074,-18.7307742865,-21
563,14.8801309241,12.4665585756,-17.6402768686,-18.8042690702,-20
564,14.7475051818,12.2431947648,-17.6577317586,-18.8052275327,-20
565,14.6109502172,12.1376715083,-17.7263320921,-18.7129607482,-20
566,14.4862409308,12.1274968259,-17.8273152188,-18.5294358929,-20
567,14.3916737016,12.1653210464,-17.9351950023,-18.2861531251,-21
568,14.3491150223,12.2071798497,-18.0248019976,-18.0378428325,-20
569,14.3823002761,12.2275121497,-18.0752689731,-17.8435596311,-21
570,14.5100448893,12.2245996193,-18.0725136126,-17.7455565919,-21
571,14.7394363727,12.2187441959,-18.0118598618,-17.7568293315,-21
572,15.0610803696,12.245047655,-17.8993317533,-17.8620282369,-20
573,15.4475826308,12.342609647,-17.7509159325,-18.0291153102,-21
574,15.8540591967,12.5379646922,-17.5873196686,-18.2232686761,-21
575,16.2234401402,12.8295959599,-17.4286434618,-18.4172022953,-20
576,16.497393593,13.181964725,-17.2917995571,-18.5933395456,-21
577,16.6330470139,13.5329675444,-17.1901273637,-18.7410222635,-20
578,16.6188682824,13.8170254691,-17.1333167945,-18.8519460581,-20
579,16.4790363941,13.9928423651,-17.124040926,-18.9190751059,-20
580,16.2652676656,14.0608677299,-17.1530889815,-18.9385920255,-20
581,16.0389490205,14.0597597215,-17.1978861434,-18.9130804601,-21
582,15.8513532312,14.0403917264,-17.2262784906,-18.8513931551,-21
583,15.7300289482,14.0367684398,-17.2063279905,-18.7650955385,-19
584,15.6753316091,14.0534982905,-17.1169543642,-18.6645790727,-21
585,15.6685264905,14.078901983,-16.9568020362,-18.5576299296,-21
586,15.6871303474,14.1080481202,-16.7473922006,-18.4504528097,-21
587,15.7190766715,14.1541411238,-16.5291174686,-18.3489648485,-20
588,15.7667452474,14.2358525775,-16.3509588052,-18.2582302587,-21
589,15.8393188757,14.3566584393,-16.2562105031,-18.1806887564,-20
590,15.9386508003,14.492840327,-16.2683041845,-18.1154560938,-20
591,16.0527832496,14.6038747823,-16.3817369415,-18.0588216986,-20
592,16.1600498546,14.6559997735,-16.5622700135,-18.0048409726,-20
593,16.2412678168,14.6395114677,-16.7558148694,-17.944714126,-21
594,16.287627391,14.5690916351,-16.9039451539,-17.866473309,-21
595,16.3001907387,14.4708881692,-16.959685582,-17.7576657193,-21
596,16.2851874932,14.3660238714,-16.8996848152,-17.6114564441,-19
597,16.2509152845,14.2644056531,-16.7303840166,-17.4334345659,-19
598,16.2081436778,14.1636847584,-16.4882088209,-17.2440067138,-21
599,16.1705196811,14.0559874313,-16.2322350274,-17.0732674331,-21
600,16.1511205156,13.9348652962,-16.0274836604,-16.9497664452,-21
601,16.1575250929,13.8027635141,-15.9244694397,-16.8892294326,-21
602,16.1901719492,13.6734428628,-15.9424660469,-16.8894641592,-21
603,16.2463387336,13.5655366912,-16.0650656127,-16.9341656602,-20
604,16.3270374922,13.4877793866,-16.2487089171,-17.0009792307,-20
605,16.4364262149,13.4277391719,-16.4383917432,-17.069348181,-21
606,16.5737827624,13.3517826943,-16.5821931379,-17.1231614098,-19
607,16.7242848522,13.221911622,-16.6432560954,-17.150689134,-18
608,16.8582877848,13.0179268312,-16.6082212731,-17.1451718357,-21
609,16.9424571576,12.751105014,-16.4927925971,-17.1069878133,-20
610,16.9558182767,12.4591853805,-16.3392585964,-17.0451915661,-21
611,16.9011908546,12.1887304767,-16.2055196018,-16.9760237482,-20
612,16.8040200308,11.9767324683,-16.1433592988,-16.9163825375,-19
613,16.7006681257,11.8421570023,-16.1771809054,-16.8756667839,-21
614,16.6227014515,11.785376009,-16.2927179036,-16.8507715722,-21
615,16.5850534564,11.7942844093,-16.4421025273,-16.8280662685,-21
616,16.5823553283,11.8479505824,-16.5645606589,-16.7907074152,-20
617,16.5957953581,11.9235320957,-16.6115767939,-16.72767136,-21
618,16.6045779771,12.0036389824,-16.5656576099,-16.6388473977,-18
619,16.5971126794,12.0831956339,-16.4430771786,-16.5357932981,-20
620,16.5759302558,12.1679286251,-16.2829345718,-16.4400342784,-21
621,16.5520116939,12.2659119255,-16.1294130964,-16.3784061391,-21
622,16.5348515484,12.3764328966,-16.0161849641,-16.3762091053,-19
623,16.5241692655,12.4898185669,-15.9581319726,-16.4469194603,-21
624,16.5105868249,12.5951942126,-15.9503464554,-16.5831128681,-21
625,16.4844303114,12.6907478745,-15.974738021,-16.7539549403,-20
626,16.4455342183,12.7841030233,-16.008227217,-16.9145004328,-19
627,16.4063798328,12.8855418993,-16.0311128655,-17.0225571766,-20
628,16.3850639666,12.9997930238,-16.0311706531,-17.0551684198,-20
629,16.3936753535,13.1242453343,-16.0033419948,-17.0169097352,-21
630,16.4287074408,13.2506414579,-15.9466935902,-16.9360397149,-20
631,16.4729993832,13.3699749091,-15.863208941,-16.8510269326,-21
632,16.5071981896,13.4734772019,-15.7579584631,-16.7934437,-20
633,16.5244865909,13.5516884898,-15.6386611711,-16.7728954283,-20
634,16.5382521686,13.594403324,-15.512752714,-16.7727931683,-21
635,16.5784181913,13.5909006329,-15.3846641661,-16.7584148663,-21
636,16.6760950136,13.5328458778,-15.2559962592,-16.6953496163,-21
637,16.8475707779,13.4187742104,-15.1329981972,-16.5684753136,-21
638,17.0848605391,13.2609190895,-15.0306342793,-16.3927114934,-21
639,17.3573816545,13.090320202,-14.970586847,-16.2091228506,-21
640,17.622923112,12.9551457013,-14.9683457449,-16.0693493525,-20
641,17.840675946,12.9109155985,-15.0192772738,-16.0143495531,-20
642,17.9816557403,13.000526928,-15.0940876008,-16.0547325582,-21
643,18.0339812231,13.2346166089,-15.149441781,-16.1624242875,-20
644,18.0024328977,13.5811706161,-15.1478913066,-16.2793670768,-21
645,17.9034480788,13.9719149211,-15.075332131,-16.3421953541,-20
646,17.7598530878,14.3251909028,-14.945884938,-16.3118044999,-20
647,17.5967962542,14.5767863292,-14.7923891507,-16.1897916484,-20
648,17.4409068943,14.7029786961,-14.6487274826,-16.0116010087,-21
649,17.3178513762,14.7265074784,-14.5350567318,-15.8218329383,-21
650,17.2469439701,14.7002722779,-14.4507029963,-15.650876988,-20
651,17.2321294516,14.6791708696,-14.3825587236,-15.5071396141,-21
652,17.2564985708,14.6930094617,-14.3198064051,-15.3870401018,-21
653,17.2857141029,14.7360994465,-14.2671602051,-15.2899943463,-21
654,17.2813739571,14.7769855059,-14.2464329708,-15.2248910565,-21
655,17.2188801066,14.7816854869,-14.2834968854,-15.2060399439,-21
656,17.0986512388,14.7355143826,-14.3903021061,-15.2434212087,-21
657,16.944940686,14.6530127814,-14.5547458997,-15.3356632492,-21
658,16.7907701335,14.5715230376,-14.7444657746,-15.4684520971,-20
659,16.656747288,14.5335939577,-14.9215830235,-15.6180166173,-20
660,16.5366029668,14.5697584305,-15.0565372659,-15.7557784345,-18
661,16.4014914187,14.68874511,-15.1339880219,-15.852741331,-21
662,16.2202330904,14.8786517877,-15.1482400796,-15.8831780561,-21
663,15.9823675657,15.115160492,-15.0973225697,-15.8269639536,-19
664,15.7079493939,15.3712077202,-14.9789013538,-15.6748185812,-20
665,15.4383713515,15.6214541926,-14.7946452248,-15.4352803471,-19
666,15.2156169476,15.8415219438,-14.5587521917,-15.1390858878,-20
667,15.0649386429,16.0060845211,-14.3036351467,-14.8366612532,-17
668,14.9904134164,16.088612993,-14.0763374495,-14.5855118791,-19
669,14.9815324783,16.0678556984,-13.9224691216,-14.4333962544,-20
670,15.0230192606,15.9383610346,-13.8667617018,-14.4058899672,-21
671,15.1005910394,15.7175996844,-13.9027618667,-14.5035078902,-21
672,15.2032057138,15.4441187658,-13.9986991169,-14.7059373387,-17
673,15.3236811749,15.1652238243,-14.1164314125,-14.9778713666,-21
674,15.4596236952,14.9192967425,-14.2306548886,-15.2740947597,-21
675,15.6118700718,14.7252265111,-14.3366812697,-15.5444320839,-21
676,15.7810476724,14.5833081943,-14.4425260075,-15.7432079792,-20
677,15.9636060172,14.4866685849,-14.5534458021,-15.841589036,-20
678,16.1538683198,14.4353597763,-14.6601908123,-15.8374072263,-21
679,16.3496957201,14.4401007179,-14.7397449182,-15.7546827006,-21
680,16.5565698245,14.5130866447,-14.7657782185,-15.6306243333,-21
681,16.7824698791,14.6498578934,-14.7216240646,-15.4965286875,-21
682,17.0262596212,14.817628832,-14.6054536807,-15.3643884621,-21
683,17.2684104438,14.9617208147,-14.4261294461,-15.2282643453,-21
684,17.4738365502,15.0301404142,-14.1930219428,-15.0764626682,-19
685,17.6051195396,15.0026134607,-13.9108608487,-14.9053081797,-20
686,17.6379635302,14.9037520558,-13.5848351078,-14.7209593514,-20
687,17.5705669315,14.7923141427,-13.2343490591,-14.5314974325,-21
688,17.4229346008,14.731780566,-12.902433502,-14.3377580539,-21
689,17.2299680771,14.7617019133,-12.6517914177,-14.1328669493,-20
690,17.0320664209,14.8855424566,-12.5420052911,-13.9126309923,-20
691,16.8646016053,15.0763254467,-12.600823751,-13.6906226206,-21
692,16.7493609283,15.292805501,-12.8063827828,-13.5030518671,-20
693,16.6900462243,15.4961716301,-13.0918614276,-13.3991086663,-20
694,16.6752081535,15.6579924523,-13.3717143736,-13.4175586286,-20
695,16.6871980381,15.7615327156,-13.5696280735,-13.5629633658,-20
696,16.7111757765,15.8000634116,-13.6368843475,-13.796239741,-20
697,16.7379749479,15.7750443671,-13.5562007418,-14.0480609432,-21
698,16.7615849279,15.6974027338,-13.3391341418,-14.2501146754,-21
699,16.7764626991,15.5891711419,-13.0232771871,-14.3649217571,-20
700,16.7787688557,15.4823182984,-12.6688268777,-14.3987733381,-21
701,16.7709910277,15.4114295125,-12.3479053157,-14.3887392647,-21
702,16.7636681274,15.4037690716,-12.1259454975,-14.3747502862,-21
703,16.7706377996,15.4692746774,-12.0401048137,-14.3761483948,-21
704,16.7999438838,15.599134869,-12.0860074282,-14.3857933647,-21
705,16.8467864396,15.7721499538,-12.2208674403,-14.3830308083,-21
706,16.8938487513,15.9657280047,-12.3809172881,-14.354080039,-21
707,16.9186747004,16.1647760381,-12.5064380141,-14.302976091,-21
708,16.9051415651,16.3628299788,-12.5634096585,-14.2469998595,-21
709,16.8518183052,16.5543378432,-12.55169162,-14.200121404,-18
710,16.7744380337,16.7218991867,-12.498224281,-14.1591695618,-21
711,16.7002741442,16.8289499193,-12.4389552843,-14.1009446438,-20
712,16.6565567644,16.8246551284,-12.4008805534,-13.9926434307,-21
713,16.6594862466,16.6654054497,-12.3951594366,-13.8079188425,-21
714,16.7078224304,16.3427547626,-12.4218876351,-13.5382773707,-21
715,16.7852562266,15.902475304,-12.4807046028,-13.1961862276,-20
716,16.8694747349,15.4400042486,-12.5753136766,-12.8083462548,-21
717,16.9414394704,15.0688133751,-12.7096164813,-12.4079884096,-20
718,16.9924738918,14.87622333,-12.8759223302,-12.0302321574,-21
719,17.0255998848,14.8904183731,-13.0487457954,-11.7120058705,-21
720,17.0512988786,15.0767229379,-13.1901805712,-11.4896096043,-21
721,17.0801096865,15.3634792526,-13.2644866597,-11.3902630922,-19
722,17.1148793842,15.6807908068,-13.2544346367,-11.4198208796,-19
723,17.1470225593,15.988873946,-13.1683687045,-11.5544090981,-19
724,17.1575891327,16.2821509691,-13.0345649687,-11.7458564498,-21
725,17.1250554797,16.5710692137,-12.8868836879,-11.93728588,-21
726,17.0367728697,16.85900889,-12.749088199,-12.0825929364,-21
727,16.8990908633,17.1298864462,-12.6278800998,-12.1584216819,-20
728,16.7406979339,17.3522330618,-12.516667265,-12.1655647567,-21
729,16.6035936739,17.4929041705,-12.4052427185,-12.1245021212,-19
730,16.5248195933,17.5287878598,-12.2875255886,-12.0684025287,-20
731,16.5187917894,17.4512316732,-12.1612876734,-12.0360266435,-21
732,16.5714915946,17.2628714724,-12.0246710393,-12.0628139201,-21
733,16.6496732236,16.9754011995,-11.8756678145,-12.169316783,-21
734,16.7191544996,16.6103689513,-11.7178548818,-12.3516710145,-21
735,16.7587942273,16.2037213062,-11.5651812518,-12.5791300761,-21
736,16.7642523491,15.8057360311,-11.4416976668,-12.8058765551,-21
737,16.7429081402,15.4730316911,-11.3727125332,-12.9902155069,-21
738,16.7068743279,15.2521010394,-11.3729149182,-13.1136977125,-21
739,16.6680061568,15.1608445687,-11.4381136565,-13.1869714586,-21
740,16.6357914528,15.1793138711,-11.5448045254,-13.2381715865,-21
741,16.6160968849,15.255989294,-11.6581738923,-13.2916343703,-20
742,16.6102131521,15.3299680631,-11.7444629377,-13.3498565393,-21
743,16.6166719012,15.35626071,-11.7862563,-13.3916486662,-21
744,16.6339815581,15.322899626,-11.7896690443,-13.384670872,-21
745,16.6628476662,15.250709418,-11.7830160259,-13.3045487426,-19
746,16.7049885528,15.1777778599,-11.8027584449,-13.1450576708,-20
747,16.7590675807,15.1385872082,-11.8741928543,-12.9168842226,-21
748,16.815449696,15.1480533326,-11.9971565257,-12.6382614169,-20
749,16.8571913492,15.1963602236,-12.1464447484,-12.3276266583,-21
750,16.8657821537,15.2563910636,-12.2842305969,-12.0025886693,-20
751,16.8313457809,15.2984783079,-12.3800991515,-11.6826350177,-20
752,16.7597381636,15.3066832102,-12.4226344875,-11.3896166076,-21
753,16.670788586,15.2896785566,-12.4195471321,-11.142411175,-20
754,16.5880846241,15.2780125843,-12.3859335901,-10.9504933187,-21
755,16.5258376427,15.311458342,-12.3306623604,-10.8111371691,-19
756,16.4817225819,15.4219345848,-12.2507401251,-10.7141698673,-21
757,16.4404219191,15.6227357972,-12.1367646459,-10.648542203,-18
758,16.3851456852,15.9038974975,-11.9830231173,-10.6043257247,-19
759,16.3091602464,16.2335696674,-11.7968913865,-10.5690356273,-21
760,16.2209788534,16.5624466892,-11.6002400835,-10.5226884457,-21
761,16.1412346365,16.8339055203,-11.4235640534,-10.4386748438,-21
762,16.0933076942,17.0007586836,-11.2942078566,-10.293111382,-20
763,16.0912210666,17.0431460796,-11.2236110125,-10.0756111422,-20
764,16.1314201035,16.9781257837,-11.1998395568,-9.7973160831,-21
765,16.1924122802,16.853211907,-11.1887264694,-9.4911416312,-21
766,16.2449840783,16.7267521885,-11.1469244545,-9.2053959997,-21
767,16.267891729,16.6466535296,-11.0416876489,-8.9929071135,-21
768,16.2603945785,16.6377770417,-10.8669829629,-8.8982572655,-20
769,16.2450508086,16.6991435766,-10.6494364653,-8.9467502292,-21
770,16.2573393324,16.8089386891,-10.4387414091,-9.1364305137,-21
771,16.3288771551,16.9318293553,-10.2886607034,-9.4370557276,-21
772,16.4722638538,17.028190615,-10.235944064,-9.7966995207,-19
773,16.6747279836,17.0673072157,-10.285097087,-10.1568697143,-20
774,16.8997352982,17.0409573404,-10.4050316165,-10.4688724672,-20
775,17.0951301856,16.9704020002,-10.5407782259,-10.7093104549,-19
776,17.2047324462,16.8994688859,-10.6329218697,-10.8827505822,-20
777,17.1828303057,16.8746369799,-10.639800726,-11.0097002463,-21
778,17.0092741462,16.9208766483,-10.5476517668,-11.103894473,-21
779,16.7001932416,17.0286697741,-10.3707192151,-11.1536424785,-20
780,16.3069831368,17.15904966,-10.1427761168,-11.1233019272,-21
781,15.9026948712,17.2657640711,-9.9093558213,-10.9759227739,-20
782,15.5581329727,17.3199143993,-9.7215286444,-10.7061627768,-20
783,15.320095942,17.3241091418,-9.6300828279,-10.3584815185,-21
784,15.2015512296,17.3079036031,-9.6746977793,-10.0164879187,-21
785,15.1885519715,17.3067701526,-9.8708229851,-9.7688141648,-21
786,15.2558674278,17.3396346311,-10.1990261289,-9.6724173225,-21
787,15.3801518532,17.3973060318,-10.6050590397,-9.7351071253,-21
788,15.5417306952,17.4499906146,-11.0146415952,-9.9223888233,-19
789,15.7175177724,17.4655949093,-11.3600055901,-10.1773743956,-20
790,15.8762628965,17.4267898423,-11.6050973247,-10.4393354077,-21
791,15.9856677811,17.3355654815,-11.7537748689,-10.6551857379,-20
792,16.0293730956,17.2069826437,-11.8396048883,-10.7861368936,-21
793,16.0225535731,17.059858719,-11.9049711883,-10.8155955419,-21
794,16.01198448,16.9117941493,-11.9857032567,-10.7545408389,-18
795,16.0579676448,16.7779515834,-12.1065703474,-10.6380506121,-20
796,16.2055584886,16.6724011137,-12.2824164957,-10.5102071996,-19
797,16.4622387109,16.607551904,-12.5130735211,-10.4023400793,-20
798,16.7918685406,16.5898288781,-12.7728639409,-10.3219538775,-21
799,17.1291683242,16.6161759859,-13.0048107457,-10.2582256635,-21
800,17.4059550617,16.6702556854,-13.1326115905,-10.1975713337,-21
801,17.577431169,16.725452582,-13.0894607203,-10.1363015822,-21
802,17.6362207782,16.7524999556,-12.8478108967,-10.0776918813,-21
803,17.6093017777,16.7309952036,-12.4344921387,-10.0186881077,-21
804,17.5400503507,16.6561705366,-11.9201351115,-9.9408077371,-20
805,17.4649626232,16.5383883296,-11.3920370166,-9.8160344549,-21
806,17.397391707,16.3959113008,-10.921326639,-9.6258182862,-20
807,17.3258973768,16.2473000782,-10.5421614964,-9.3774788029,-21
808,17.2270201591,16.1062136386,-10.2489817061,-9.1066735787,-20
809,17.0841940528,15.9785024233,-10.0135476618,-8.863470724,-20
810,16.9011263486,15.8632613646,-9.8100641254,-8.6938189243,-19
811,16.7032004937,15.755895589,-9.6363788892,-8.6257393758,-19
812,16.5256741592,15.6559453678,-9.5201580155,-8.6665293244,-21
813,16.3972783899,15.5732237275,-9.5071386936,-8.8041116078,-20
814,16.3258586913,15.5274820977,-9.6358734736,-9.0091959178,-21
815,16.2947232879,15.5370247695,-9.9136749746,-9.2382703172,-20
816,16.2713008657,15.6048096688,-10.3027235204,-9.4412411996,-21
817,16.2266772394,15.709731514,-10.7238498678,-9.5750117712,-19
818,16.1546410666,15.8141573558,-11.0782771046,-9.6142592051,-20
819,16.0783121468,15.8826781391,-11.2764659961,-9.5584750827,-21
820,16.036065394,15.9016741391,-11.2653459786,-9.4319579346,-19
821,16.0554656463,15.88717686,-11.0431643609,-9.277581942,-21
822,16.1311308181,15.8770968491,-10.6605186112,-9.1448071752,-19
823,16.2217601939,15.9138027748,-10.206102535,-9.0719217907,-21
824,16.2691390855,16.0242790621,-9.7816705352,-9.0676876919,-21
825,16.2275044969,16.2105303258,-9.4725656579,-9.1026480219,-20
826,16.085643497,16.450470678,-9.3231819118,-9.116633043,-20
827,15.8719120495,16.7086666715,-9.326863464,-9.0427244458,-21
828,15.6409971309,16.9490332768,-9.4327473596,-8.8332918317,-21
829,15.4519586462,17.1455892006,-9.5660855317,-8.4763470596,-20
830,15.3457783331,17.2858878135,-9.6545778277,-7.9957582793,-20
831,15.3311850371,17.3702181937,-9.6539755398,-7.4400873456,-18
832,15.3837708159,17.4058302124,-9.5619320259,-6.8687859091,-21
833,15.458592534,17.4010585695,-9.4175634791,-6.3391832916,-21
834,15.5115092717,17.36216421,-9.2832870581,-5.8971390849,-20
835,15.5207023203,17.2946362857,-9.2193656671,-5.5693280929,-19
836,15.4986359847,17.2082032678,-9.262411376,-5.3605034691,-21
837,15.4891551776,17.1202009428,-9.4185160795,-5.2561386326,-20
838,15.5477114071,17.0543482542,-9.6702500807,-5.2325163186,-20
