episodes,DQV,DQV-Max,DQN,DDQN,Upside-Down
1267,18.0068291778,17.978659133,17.0511974808,16.8574360119,-21
1268,18.12320909,17.8843421087,16.942918045,16.7010714458,-21
1269,18.0887664395,17.764429216,16.791419163,16.5355596135,-21
1270,17.9146148955,17.6551511038,16.6247905533,16.3972474613,-21
1271,17.6483712561,17.578594662,16.4946835964,16.3041746233,-21
1272,17.3517412591,17.5368923794,16.4587947875,16.2500647001,-20
1273,17.0767386669,17.517490946,16.5546603218,16.2100761676,-20
1274,16.8524516733,17.5061336128,16.7768091748,16.1558162462,-21
1275,16.6833786768,17.5003092581,17.0716134553,16.0692288657,-21
1276,16.5576011799,17.5149675114,17.3553889478,15.9516974507,-20
1277,16.4583731602,17.5756696115,17.5491247694,15.8227899163,-19
1278,16.3751160337,17.7027204702,17.6122645084,15.7116131762,-20
1279,16.3094218399,17.8957759297,17.5561177897,15.6432216265,-21
1280,16.2722171669,18.1282121765,17.4320090284,15.6261702471,-21
1281,16.2737980736,18.3557489487,17.3033040025,15.6489643332,-21
1282,16.3119766587,18.5349622273,17.2171942692,15.6875401239,-19
1283,16.3685625706,18.6406702539,17.1906039835,15.7184731649,-21
1284,16.4187289155,18.6711558532,17.2113475119,15.729851209,-20
1285,16.4486521536,18.63986811,17.2484971917,15.7217509352,-21
1286,16.466829234,18.5606065321,17.2639077904,15.6992128669,-21
1287,16.4983538422,18.4368993809,17.2224746466,15.664405371,-21
1288,16.5648054778,18.2646485662,17.1020893063,15.6177525927,-21
1289,16.6656993441,18.0451562274,16.9044580809,15.5645235053,-20
1290,16.7758908835,17.7987079249,16.6602212917,15.5215262227,-21
1291,16.8593741054,17.5673700809,16.425053829,15.5146353514,-21
1292,16.8876873687,17.402974097,16.2607595682,15.567261114,-21
1293,16.8492824621,17.3460803676,16.2119895685,15.6864728202,-20
1294,16.7479861195,17.407792291,16.2880574295,15.8555249526,-21
1295,16.5975156906,17.5649003213,16.4605954738,16.0374959848,-21
1296,16.4197204875,17.7714516823,16.6766229881,16.1919565782,-21
1297,16.2463783064,17.9787701212,16.8774811604,16.2926679853,-20
1298,16.1167982721,18.152631961,17.0159498776,16.3385832927,-21
1299,16.0692294789,18.2790423349,17.066337513,16.3487155317,-20
1300,16.1272576831,18.359969077,17.026944526,16.3468302973,-20
1301,16.2896032554,18.4050360714,16.9164255666,16.3448940031,-21
1302,16.5282442906,18.4251504324,16.7634173054,16.3378622302,-20
1303,16.7973448704,18.4297910837,16.5954036283,16.3122842945,-20
1304,17.0482366748,18.4252396366,16.4302265091,16.2610170478,-21
1305,17.2429734064,18.4131662577,16.2763292459,16.1918158562,-21
1306,17.3604692926,18.3922094987,16.1397554962,16.1236865224,-21
1307,17.3928916619,18.362037645,16.0299697808,16.0752116466,-19
1308,17.3373458177,18.3282507988,15.9589972676,16.0555127502,-20
1309,17.191656192,18.3020259702,15.9339954431,16.064691018,-20
1310,16.9573074132,18.2920426633,15.9496401279,16.1009195547,-21
1311,16.647144049,18.2939133068,15.9885599157,16.1653138728,-21
1312,16.2914697947,18.2874467376,16.0306174107,16.2586654293,-20
1313,15.9348918473,18.2465756987,16.0646391532,16.3730845848,-19
1314,15.6266141091,18.1565651777,16.0953284424,16.4891522998,-20
1315,15.4070886792,18.0255617287,16.1410055778,16.5808381917,-21
1316,15.2979000907,17.8806778039,16.2230806001,16.626180359,-20
1317,15.2969151408,17.7495336305,16.3545656056,16.6156895911,-21
1318,15.3785104721,17.6426254379,16.5304422935,16.5531194649,-21
1319,15.5000373858,17.5484507201,16.7250781391,16.4522056234,-19
1320,15.613705296,17.446143916,16.8967747294,16.330543762,-20
1321,15.6836179885,17.3230210028,16.9976926126,16.2039334281,-21
1322,15.6996723177,17.1851532404,16.9878876478,16.0824922557,-18
1323,15.6809430717,17.0530905384,16.8473467147,15.9704720355,-21
1324,15.6625537325,16.9519568549,16.5831419048,15.8714048295,-21
1325,15.6750619959,16.901422973,16.2281460891,15.7961861505,-21
1326,15.7288134139,16.910640903,15.8313508713,15.764494084,-20
1327,15.8141890514,16.9761564088,15.4461943683,15.7956136164,-20
1328,15.9138004575,17.0812996278,15.1204170174,15.8909445371,-21
1329,16.0149884543,17.1990282434,14.8923559657,16.021846258,-21
1330,16.1126455696,17.3002938472,14.7883253302,16.1364953454,-21
1331,16.2024224601,17.3658255687,14.8182150112,16.182470366,-20
1332,16.2747111683,17.3944036676,14.969965029,16.1357625623,-21
1333,16.3155911267,17.4028624293,15.2065356941,16.0161514077,-19
1334,16.3123729488,17.4159468528,15.4726743782,15.8797974561,-21
1335,16.2581958119,17.4530842154,15.7112373468,15.7913132276,-21
1336,16.1537388072,17.519651905,15.8837072305,15.7926334229,-21
1337,16.0072469024,17.6058663084,15.9841818359,15.8865778665,-20
1338,15.8354031833,17.6929591337,16.039843596,16.0446018519,-20
1339,15.6610595686,17.7617790948,16.0953609158,16.2289729651,-21
1340,15.5070965426,17.7992231491,16.1906087034,16.4116096064,-21
1341,15.3860533404,17.8004434457,16.3429791222,16.5762617217,-21
1342,15.2933916713,17.7685741736,16.5418188845,16.7099123705,-20
1343,15.2128803222,17.7138247968,16.7564864551,16.7941903863,-21
1344,15.1315523619,17.6526688382,16.9524806987,16.807843722,-20
1345,15.0556988035,17.6056092997,17.1053002945,16.7368880266,-19
1346,15.0133448324,17.591795653,17.20671455,16.5843293973,-21
1347,15.0424623589,17.6219411707,17.2604167712,16.3726951135,-21
1348,15.1696414705,17.6939980059,17.2728477654,16.1410626314,-21
1349,15.3931663792,17.7935354517,17.2466961746,15.9377410364,-19
1350,15.6783944376,17.9014247423,17.1809846666,15.8085532574,-21
1351,15.9661770859,18.0027335944,17.0775234304,15.7838835637,-19
1352,16.1911835835,18.0917697954,16.9469840145,15.8676195265,-18
1353,16.3040343937,18.1697424484,16.8105476586,16.0363936237,-19
1354,16.2911998291,18.2378802918,16.6966264892,16.249443015,-21
1355,16.1836201075,18.2907466489,16.6325229034,16.4638797374,-21
1356,16.0471656168,18.3158888784,16.6353550843,16.6484891089,-21
1357,15.9549356304,18.3009879787,16.7009634027,16.7885395762,-21
1358,15.9525030721,18.243395147,16.7986000204,16.8840709534,-20
1359,16.0352843335,18.1579646311,16.8759474322,16.9445794244,-21
1360,16.1517828717,18.0757998616,16.878939007,16.9843367877,-21
1361,16.2303654902,18.0352091309,16.7771841924,17.0188057117,-20
1362,16.2145875245,18.0678877647,16.5834411875,17.0605404578,-21
1363,16.0884570554,18.1865142581,16.3522312123,17.1162095278,-21
1364,15.8801854911,18.3786980928,16.1574380877,17.1833723535,-20
1365,15.6457444831,18.6108365819,16.0578325379,17.2521905628,-21
1366,15.4442633729,18.8403008634,16.0722085639,17.3101170834,-19
1367,15.3173378035,19.0310576063,16.1766574622,17.3485442581,-20
1368,15.279260902,19.1637909452,16.3237906966,17.3668034704,-21
1369,15.3202467795,19.2374429671,16.4706704867,17.3680509133,-21
1370,15.4179613066,19.260952254,16.5967073857,17.3511368713,-21
1371,15.5513845866,19.2437917929,16.7041827779,17.3039882697,-21
1372,15.7102308849,19.1901477568,16.8064517666,17.2066366847,-19
1373,15.8964724882,19.1012609624,16.9141037748,17.0422241677,-21
1374,16.1180489366,18.9809854099,17.0273263806,16.8104271306,-21
1375,16.3785350695,18.8402217191,17.1351532067,16.5346536647,-20
1376,16.6686538816,18.6959895365,17.2191724839,16.2592981758,-21
1377,16.963518277,18.5648688228,17.2598779706,16.0374870473,-21
1378,17.2276009203,18.4557935907,17.2455208109,15.9143866628,-21
1379,17.4253149018,18.3665956543,17.178595725,15.911759416,-21
1380,17.5341425279,18.2877370284,17.0772115173,16.0205988973,-21
1381,17.5526000992,18.2104359326,16.9687949839,16.2053977186,-19
1382,17.4995923757,18.1347485644,16.8810193151,16.4172051778,-20
1383,17.4046266003,18.0708855806,16.8325655095,16.6098640712,-20
1384,17.2932726011,18.033683021,16.8291834015,16.7497308993,-21
1385,17.1755078169,18.0331373008,16.8631879083,16.818534872,-21
1386,17.0450110745,18.0677103913,16.9165734253,16.8113849815,-20
1387,16.8876252277,18.1239934253,16.9646194955,16.7366684105,-21
1388,16.695070748,18.1820796884,16.9805163503,16.6146539431,-21
1389,16.4735256105,18.2236979607,16.9408345519,16.4751061134,-20
1390,16.239585297,18.238792531,16.8340051006,16.3463340989,-21
1391,16.009242967,18.2298846177,16.6656248648,16.2418263034,-20
1392,15.7884636428,18.2109771659,16.458662735,16.1530413563,-21
1393,15.5757600388,18.2026153754,16.2459184988,16.0548631347,-20
1394,15.3754335742,18.2226539685,16.0590120834,15.922917441,-20
1395,15.2088081462,18.2780846252,15.9215490307,15.7512754741,-21
1396,15.1113794087,18.3615435039,15.8477169471,15.5590383422,-21
1397,15.1150397286,18.4550039768,15.8454212692,15.3792721594,-20
1398,15.2270009539,18.53792088,15.9165766323,15.2378482655,-19
1399,15.4218699854,18.5956400904,16.0521351622,15.1374038173,-21
1400,15.653614172,18.6225824563,16.2243406473,15.0603488492,-21
1401,15.8784212793,18.6202007875,16.3860464445,14.9882138563,-19
1402,16.0725944169,18.5920696219,16.484768404,14.9226312843,-20
1403,16.2337088925,18.5398824784,16.4844124928,14.8899662151,-21
1404,16.3690682282,18.4638870159,16.3858453785,14.9248590651,-21
1405,16.4813671288,18.3658034722,16.2292187726,15.0454832277,-21
1406,16.5636036767,18.2512126386,16.0754747237,15.2395006876,-21
1407,16.6035561647,18.1277071145,15.97659483,15.469214263,-21
1408,16.5935949851,18.0020935694,15.9509210349,15.6898591698,-20
1409,16.5376529682,17.8793698095,15.9759126966,15.8695094892,-21
1410,16.4509892966,17.7673526217,16.0019169892,15.9975718126,-20
1411,16.3537452333,17.6806016445,15.9789571209,16.0811682882,-20
1412,16.2637695111,17.6380492745,15.8828739611,16.1328015104,-21
1413,16.1892862244,17.6524492962,15.7296194325,16.1595702858,-21
1414,16.1260616594,17.7185281799,15.5693931957,16.1590446742,-20
1415,16.0608526313,17.8107830399,15.4627615897,16.124841743,-21
1416,15.9788471027,17.8942596928,15.451856772,16.0577283782,-21
1417,15.8739005289,17.9429145183,15.5411725774,15.9729621004,-21
1418,15.7558134481,17.9533916022,15.6994198286,15.9002561801,-21
1419,15.6502475088,17.945269266,15.8781999414,15.8731340244,-20
1420,15.5922565235,17.9481889942,16.0385729554,15.9148023757,-21
1421,15.6144985348,17.9835018927,16.1680019284,16.0246217855,-21
1422,15.7348085546,18.0524295516,16.2811104803,16.1735670024,-21
1423,15.9489227704,18.1373145741,16.4051872608,16.3116296538,-21
1424,16.2304968256,18.2138924437,16.5605830378,16.3872940535,-21
1425,16.5404282827,18.2657554358,16.7483944825,16.3699200876,-20
1426,16.8402964585,18.2899712182,16.9488996468,16.263925135,-21
1427,17.1029129825,18.2924380191,17.1297198811,16.1032071135,-20
1428,17.3159488553,18.278342591,17.2574393429,15.9292354562,-21
1429,17.4776214495,18.2473337314,17.3076298304,15.7658317395,-21
1430,17.5909446706,18.197760312,17.2748772208,15.6062058464,-21
1431,17.6606077986,18.1345633447,17.1790900736,15.4216373828,-20
1432,17.6934855248,18.0734320937,17.0653518172,15.184580589,-20
1433,17.7004457079,18.0361666106,16.9911131743,14.8919591047,-20
1434,17.6943908507,18.0403347624,17.0030461996,14.5749302398,-21
1435,17.6851181895,18.0892539431,17.1158127409,14.2906385746,-20
1436,17.672848682,18.1699433098,17.3072005989,14.1022603494,-21
1437,17.6468530347,18.2583087725,17.5329343197,14.0546207607,-21
1438,17.5915939288,18.328512059,17.7499778029,14.1571247694,-19
1439,17.4981771611,18.3620382077,17.9319454854,14.3806209589,-20
1440,17.3736943775,18.3526740493,18.0700900766,14.6707575891,-20
1441,17.2398680209,18.3080513978,18.1632344599,14.9698351316,-21
1442,17.1219912929,18.2476813432,18.2074843424,15.2365402455,-20
1443,17.0336028714,18.1982534195,18.1927689474,15.4535471603,-20
1444,16.9686882297,18.1861118017,18.1077448537,15.6234352212,-20
1445,16.9054662251,18.2267360979,17.9476708207,15.7583664876,-21
1446,16.8176593583,18.3163892339,17.7234227456,15.8722616407,-21
1447,16.6873834985,18.4310519121,17.4637778044,15.9761366765,-19
1448,16.512971678,18.5367561126,17.2102895853,16.0749783965,-20
1449,16.3131087529,18.6055804342,17.0023688037,16.1645611323,-21
1450,16.1229862602,18.6282269934,16.8604074725,16.232279331,-21
1451,15.9841362559,18.6162303204,16.7769940248,16.2635399497,-21
1452,15.9282817079,18.5927464406,16.7239914367,16.2551111553,-21
1453,15.9620579057,18.579529111,16.6734287908,16.2243111368,-20
1454,16.0634593609,18.5865134865,16.6177098501,16.2076196207,-21
1455,16.1925216341,18.6085007075,16.57636786,16.2455451322,-21
1456,16.3108093291,18.629010156,16.5849683841,16.3598935447,-21
1457,16.3963999919,18.627989581,16.673882336,16.5406732608,-21
1458,16.4461867724,18.5908504083,16.8499871896,16.7485962704,-21
1459,16.4672047985,18.5148877387,17.0909371492,16.9333338376,-20
1460,16.4638556525,18.41105993,17.3528817261,17.0552809803,-21
1461,16.4310484967,18.2992407749,17.5855777814,17.0969963586,-20
1462,16.3578936565,18.1998469372,17.748824647,17.0635121899,-21
1463,16.2408307082,18.1268567041,17.8227556794,16.9746611273,-21
1464,16.0968813154,18.0849053248,17.8098783441,16.8562134048,-21
1465,15.9685617246,18.0717855309,17.7262096952,16.7350569651,-20
1466,15.9113979231,18.0819804702,17.5907127045,16.6334486527,-20
1467,15.9695576353,18.1084638707,17.418865376,16.5615507443,-20
1468,16.1518810694,18.1418476396,17.2244778253,16.5102089895,-21
1469,16.4231894233,18.1702830523,17.0263048391,16.4502716178,-20
1470,16.7169346541,18.1831820227,16.8509447732,16.3442992572,-21
1471,16.96216269,18.1781945568,16.7270060607,16.1658008257,-21
1472,17.1095983665,18.1665797527,16.6749596523,15.9177432178,-19
1473,17.1480543345,18.1707650249,16.6986713734,15.6367394964,-20
1474,17.1043616878,18.2139779493,16.7852152529,15.3808055123,-20
1475,17.0312495663,18.3066106375,16.9088553297,15.2071220898,-21
1476,16.9853356749,18.4393548577,17.0390981667,15.1527146342,-20
1477,17.0054902334,18.5874876033,17.1479582832,15.2256452005,-20
1478,17.1010065108,18.7231236993,17.2176234954,15.4077294044,-20
1479,17.253416842,18.8260647939,17.2453201423,15.6622470924,-21
1480,17.4302442829,18.8874445813,17.2413558094,15.9437503594,-21
1481,17.5997643926,18.9054891213,17.221912138,16.2094172839,-19
1482,17.7390887547,18.8811549255,17.2001988525,16.428914304,-21
1483,17.8345200578,18.8174104687,17.1836333281,16.5910667347,-19
1484,17.8782340633,18.7222535022,17.1760265079,16.7024838239,-20
1485,17.866863835,18.6104601722,17.1803176402,16.7784048321,-20
1486,17.8028207837,18.5002922273,17.1999054413,16.832328168,-21
1487,17.6949055394,18.4064219408,17.2368038522,16.8716022233,-20
1488,17.5585192423,18.3331349521,17.2898508067,16.9017865898,-20
1489,17.41359659,18.2733473133,17.3539849933,16.9343572776,-20
1490,17.280655737,18.2135828529,17.4198568181,16.9864799777,-21
1491,17.1786520464,18.1424658446,17.4710493,17.0736778153,-21
1492,17.1210268098,18.058013639,17.484360962,17.1994861123,-19
1493,17.1155902976,17.9691769311,17.4367394416,17.3519053717,-21
1494,17.1650607599,17.8907399033,17.3155724661,17.5105400058,-19
1495,17.2663381966,17.8353742689,17.1275207455,17.6581872532,-20
1496,17.4078807783,17.8065110175,16.9002643821,17.7868444907,-20
1497,17.5659415463,17.7977068667,16.6749331581,17.8934792712,-21
1498,17.7049155778,17.7975288424,16.4952094588,17.9732835237,-20
1499,17.7869512477,17.7975288424,16.3957735058,18.017130081,-20
