epochs baseline std_baseline hybrid_self_transfer std_hybrid_self_transfer self_transfer_full_fine_tuning std_self_transfer_full_fine_tuning
18 0.6144444444444445 0.007777777777777772 0.8300000000000001 0.003333333333333355 0.6566666666666667 0.17444444444444446
19 0.6366666666666667 0.014444444444444426 0.8388888888888889 0.005555555555555536 0.6588888888888889 0.18333333333333332
20 0.6833333333333333 0.012222222222222245 0.8522222222222222 0.0011111111111111183 0.6699999999999999 0.2033333333333333
21 0.7144444444444444 0.025555555555555554 0.8366666666666667 0.005555555555555536 0.6855555555555556 0.2188888888888889
22 0.7233333333333334 0.034444444444444444 0.8411111111111111 0.007777777777777772 0.7033333333333334 0.20555555555555555
23 0.7488888888888889 0.019999999999999962 0.8277777777777777 0.027777777777777735 0.72 0.2177777777777778
24 0.7633333333333334 0.03666666666666668 0.808888888888889 0.04444444444444445 0.7333333333333334 0.2177777777777778
25 0.7711111111111111 0.022222222222222202 0.8133333333333332 0.062222222222222234 0.7455555555555555 0.20777777777777778
26 0.8 0.015555555555555545 0.8044444444444444 0.06888888888888889 0.7333333333333334 0.22000000000000003
27 0.8144444444444444 0.007777777777777772 0.7955555555555556 0.08444444444444443 0.7333333333333334 0.22000000000000003
28 0.8300000000000001 0.005555555555555591 0.8033333333333333 0.09444444444444444 0.7466666666666667 0.20666666666666667
29 0.8233333333333334 0.025555555555555554 0.7966666666666666 0.11222222222222222 0.7455555555555555 0.20777777777777778
30 0.8288888888888889 0.02444444444444449 0.7766666666666666 0.1255555555555556 0.741111111111111 0.21000000000000002
31 0.8311111111111111 0.03111111111111109 0.741111111111111 0.1655555555555555 0.7333333333333334 0.21111111111111108
32 0.8422222222222222 0.028888888888888853 0.731111111111111 0.16666666666666669 0.72 0.22444444444444442
33 0.8644444444444443 0.006666666666666654 0.7277777777777779 0.17222222222222222 0.7122222222222222 0.24111111111111114
34 0.8722222222222222 0.005555555555555536 0.731111111111111 0.18444444444444447 0.7233333333333334 0.23888888888888887
35 0.8766666666666667 0.01222222222222219 0.75 0.18777777777777782 0.7288888888888889 0.24000000000000002
36 0.8955555555555555 0.0022222222222222365 0.77 0.17888888888888888 0.7322222222222222 0.24333333333333332
37 0.8944444444444444 0.0011111111111111183 0.7577777777777778 0.1711111111111111 0.7455555555555555 0.22999999999999998
38 0.8988888888888888 0.0011111111111111183 0.75 0.15888888888888886 0.7477777777777778 0.2122222222222222
39 0.9188888888888889 0.010000000000000009 0.7477777777777778 0.15000000000000002 0.7422222222222222 0.21999999999999997
40 0.9355555555555555 0.006666666666666654 0.7188888888888889 0.15000000000000002 0.7511111111111111 0.20444444444444448
41 0.94 0.002222222222222181 0.7188888888888889 0.1522222222222222 0.7622222222222222 0.19111111111111112
42 0.9533333333333334 0.0044444444444444176 0.721111111111111 0.15444444444444444 0.76 0.20444444444444443
43 0.95 0.007777777777777772 0.7211111111111111 0.14777777777777779 0.7666666666666666 0.20222222222222225
44 0.9488888888888889 0.0 0.7144444444444444 0.1433333333333333 0.7711111111111111 0.20444444444444443
45 0.9488888888888889 0.0 0.7144444444444444 0.14777777777777779 0.7622222222222221 0.21555555555555556
46 0.9377777777777778 0.011111111111111127 0.7077777777777778 0.14777777777777773 0.7655555555555555 0.20999999999999996
47 0.9411111111111111 0.014444444444444482 0.6966666666666668 0.15444444444444444 0.7566666666666666 0.21888888888888886
48 0.94 0.011111111111111127 0.7011111111111111 0.16333333333333333 0.7377777777777779 0.23333333333333334
49 0.9433333333333334 0.010000000000000009 0.7122222222222222 0.1611111111111111 0.7288888888888889 0.2333333333333333
50 0.9344444444444444 0.014444444444444426 0.7144444444444444 0.15444444444444444 0.7188888888888889 0.24555555555555555
51 0.9444444444444444 0.0022222222222222365 0.7155555555555555 0.14666666666666667 0.7255555555555555 0.24555555555555558
52 0.9444444444444444 0.0022222222222222365 0.7333333333333334 0.12000000000000005 0.7188888888888889 0.25
53 0.9477777777777778 0.0011111111111111183 0.7544444444444445 0.10333333333333335 0.7377777777777778 0.23777777777777775
54 0.9544444444444444 0.010000000000000009 0.7666666666666666 0.09555555555555556 0.7488888888888889 0.22444444444444445
55 0.9588888888888889 0.007777777777777772 0.7833333333333334 0.07 0.7444444444444445 0.21999999999999997
56 0.96 0.0044444444444444176 0.7966666666666666 0.07222222222222224 0.75 0.2122222222222222
57 0.9677777777777778 0.003333333333333355 0.7944444444444445 0.07444444444444448 0.7544444444444445 0.21444444444444444
58 0.9733333333333334 0.002222222222222181 0.8022222222222222 0.07111111111111107 0.76 0.21555555555555556
59 0.9644444444444444 0.0022222222222222365 0.8011111111111111 0.06999999999999995 0.7577777777777778 0.21777777777777774
60 0.9588888888888889 0.005555555555555536 0.8122222222222222 0.056666666666666705 0.7544444444444445 0.21666666666666667
61 0.9566666666666667 0.007777777777777772 0.8133333333333334 0.06888888888888889 0.741111111111111 0.22333333333333333
62 0.9566666666666667 0.007777777777777772 0.82 0.05111111111111111 0.7388888888888889 0.21666666666666667
63 0.9566666666666667 0.007777777777777772 0.8211111111111111 0.043333333333333335 0.7333333333333333 0.22444444444444445
64 0.9555555555555555 0.00888888888888889 0.8266666666666667 0.0377777777777778 0.7266666666666667 0.22666666666666668
65 0.9577777777777778 0.002222222222222181 0.8266666666666667 0.02444444444444449 0.7222222222222222 0.24222222222222223
66 0.9588888888888889 0.005555555555555536 0.8377777777777777 0.022222222222222202 0.7244444444444444 0.24
67 0.9644444444444444 0.00666666666666671 0.8522222222222222 0.016666666666666663 0.7311111111111112 0.24222222222222226
68 0.9644444444444444 0.011111111111111072 0.8611111111111112 0.016666666666666663 0.72 0.24666666666666667
69 0.9644444444444444 0.00888888888888889 0.8688888888888888 0.00888888888888889 0.7166666666666667 0.24555555555555555
70 0.9622222222222223 0.006666666666666654 0.8788888888888888 0.014444444444444426 0.7 0.2577777777777777
71 0.9644444444444444 0.004444444444444473 0.8744444444444445 0.005555555555555536 0.7011111111111111 0.25
72 0.9677777777777778 0.0011111111111111183 0.8733333333333333 0.011111111111111127 0.6922222222222223 0.2588888888888889
73 0.9722222222222223 0.0011111111111111183 0.8766666666666667 0.01222222222222219 0.7022222222222223 0.25333333333333335
74 0.9755555555555555 0.002222222222222181 0.8766666666666667 0.005555555555555591 0.7088888888888889 0.24888888888888885
75 0.9755555555555555 0.002222222222222181 0.8788888888888888 0.005555555555555591 0.7 0.2622222222222222
76 0.9722222222222222 0.005555555555555536 0.8855555555555555 0.005555555555555536 0.7055555555555555 0.2588888888888889
77 0.9688888888888889 0.00888888888888889 0.8833333333333333 0.005555555555555536 0.7222222222222222 0.24666666666666667
78 0.9655555555555555 0.005555555555555591 0.8855555555555555 0.010000000000000009 0.731111111111111 0.2444444444444444
79 0.9666666666666666 0.00888888888888889 0.8988888888888888 0.0011111111111111183 0.7288888888888889 0.25111111111111106
80 0.9677777777777777 0.010000000000000009 0.9011111111111111 0.007777777777777772 0.7344444444444445 0.25
81 0.9666666666666667 0.004444444444444473 0.9077777777777778 0.005555555555555536 0.7388888888888889 0.24555555555555555
82 0.9666666666666667 0.00666666666666671 0.9122222222222223 0.007777777777777772 0.7355555555555555 0.23999999999999996
83 0.9677777777777778 0.0011111111111111183 0.9033333333333333 0.0033333333333332993 0.7455555555555555 0.22999999999999998
84 0.9677777777777778 0.0011111111111111183 0.8977777777777778 0.00666666666666671 0.7555555555555555 0.2177777777777778
85 0.9755555555555555 0.0 0.8955555555555557 0.00888888888888889 0.7422222222222221 0.23333333333333334
86 0.9744444444444444 0.005555555555555536 0.8966666666666667 0.007777777777777828 0.74 0.22666666666666668
87 0.9755555555555555 0.0 0.8822222222222222 0.013333333333333308 0.73 0.23666666666666666
88 0.971111111111111 0.0044444444444444176 0.8955555555555555 0.00666666666666671 0.7333333333333334 0.23333333333333334
89 0.9677777777777778 0.005555555555555591 0.8955555555555555 0.022222222222222254 0.72 0.2422222222222222
90 0.97 0.005555555555555536 0.9066666666666667 0.024444444444444435 0.7122222222222222 0.2544444444444445
91 0.9655555555555555 0.0011111111111111183 0.9211111111111111 0.02111111111111108 0.7022222222222223 0.27111111111111114
92 0.9722222222222222 0.005555555555555536 0.9233333333333333 0.023333333333333317 0.6877777777777778 0.2788888888888889
93 0.9722222222222223 0.0011111111111111183 0.9222222222222223 0.022222222222222202 0.6866666666666666 0.27555555555555555
94 0.97 0.010000000000000009 0.9355555555555556 0.020000000000000018 0.6855555555555556 0.2833333333333333
95 0.97 0.003333333333333355 0.9222222222222223 0.00888888888888889 0.7011111111111111 0.2588888888888889
96 0.97 0.003333333333333355 0.9288888888888889 0.0 0.7066666666666667 0.25333333333333335
97 0.9633333333333334 0.005555555555555591 0.9233333333333333 0.005555555555555536 0.7122222222222222 0.25222222222222224
98 0.9622222222222222 0.0022222222222222365 0.9244444444444444 0.011111111111111127 0.6966666666666667 0.2611111111111111
99 0.9722222222222222 0.0033333333333332993 0.9277777777777778 0.01222222222222219 0.6977777777777777 0.2622222222222222
100 0.9688888888888889 0.0 0.9344444444444444 0.025555555555555554 0.6977777777777778 0.2577777777777778
101 0.97 0.0011111111111111183 0.9344444444444444 0.016666666666666663 0.6799999999999999 0.26666666666666666
102 0.9722222222222222 0.0033333333333332993 0.9299999999999999 0.014444444444444426 0.6844444444444444 0.27111111111111114
103 0.9722222222222223 0.0011111111111111183 0.93 0.025555555555555554 0.7088888888888889 0.25333333333333335
104 0.9688888888888889 0.0022222222222222365 0.9299999999999999 0.023333333333333373 0.7155555555555555 0.25333333333333335
105 0.9722222222222223 0.0011111111111111183 0.9311111111111111 0.022222222222222254 0.7133333333333334 0.26000000000000006
106 0.9733333333333334 0.0 0.9344444444444444 0.02999999999999997 0.7177777777777778 0.25333333333333335
107 0.9722222222222222 0.0033333333333332993 0.9322222222222222 0.025555555555555554 0.7288888888888889 0.25111111111111106
108 0.9733333333333334 0.0044444444444444176 0.9244444444444444 0.026666666666666672 0.7344444444444445 0.24111111111111108
109 0.9766666666666666 0.0011111111111111183 0.9199999999999999 0.026666666666666672 0.7344444444444445 0.24111111111111108
110 0.9688888888888889 0.004444444444444473 0.9277777777777778 0.02777777777777779 0.7344444444444445 0.24777777777777776
111 0.97 0.007777777777777772 0.9222222222222223 0.022222222222222202 0.731111111111111 0.2444444444444444
112 0.971111111111111 0.006666666666666654 0.9288888888888889 0.022222222222222254 0.7233333333333334 0.25
113 0.9722222222222223 0.0011111111111111183 0.9322222222222223 0.02999999999999997 0.7144444444444444 0.2677777777777778
114 0.9766666666666667 0.0033333333333332993 0.9311111111111111 0.028888888888888853 0.7088888888888889 0.26888888888888884
115 0.9788888888888889 0.003333333333333355 0.9322222222222223 0.034444444444444444 0.7144444444444444 0.2633333333333333
116 0.9744444444444444 0.014444444444444482 0.9266666666666666 0.03111111111111109 0.71 0.2677777777777778
117 0.9733333333333334 0.0155555555555556 0.9222222222222223 0.03333333333333338 0.7055555555555555 0.2611111111111111
118 0.97 0.014444444444444426 0.9266666666666667 0.02888888888888891 0.7155555555555555 0.25333333333333335
119 0.9677777777777778 0.014444444444444426 0.9277777777777778 0.025555555555555554 0.7077777777777778 0.26333333333333336
120 0.971111111111111 0.011111111111111127 0.93 0.025555555555555554 0.7155555555555556 0.2577777777777778
121 0.9766666666666667 0.0033333333333332993 0.9322222222222223 0.02999999999999997 0.7122222222222223 0.2611111111111111
122 0.9755555555555555 0.0044444444444444176 0.9255555555555555 0.034444444444444444 0.7055555555555555 0.2611111111111111
123 0.98 0.0 0.9166666666666667 0.03888888888888892 0.6888888888888889 0.2733333333333333
124 0.9733333333333334 0.002222222222222181 0.9233333333333333 0.030000000000000027 0.6888888888888889 0.2644444444444444
125 0.9722222222222223 0.0011111111111111183 0.9166666666666666 0.043333333333333335 0.6855555555555556 0.2655555555555556
126 0.9711111111111111 0.0022222222222222365 0.9277777777777778 0.03888888888888892 0.6977777777777777 0.26
127 0.9755555555555555 0.002222222222222181 0.9333333333333333 0.033333333333333326 0.7144444444444444 0.24555555555555553
128 0.9688888888888889 0.004444444444444473 0.94 0.031111111111111145 0.7166666666666667 0.24777777777777776
129 0.97 0.0011111111111111183 0.9466666666666667 0.028888888888888853 0.7166666666666667 0.25222222222222224
130 0.9688888888888889 0.0022222222222222365 0.9477777777777778 0.021111111111111136 0.7177777777777778 0.2511111111111111
131 0.9666666666666667 0.004444444444444473 0.9455555555555556 0.023333333333333317 0.721111111111111 0.23888888888888887
132 0.9655555555555555 0.003333333333333355 0.9466666666666668 0.026666666666666672 0.711111111111111 0.24888888888888888
133 0.9744444444444444 0.007777777777777772 0.9488888888888889 0.013333333333333308 0.7211111111111111 0.25
134 0.9766666666666666 0.0011111111111111183 0.9522222222222222 0.012222222222222245 0.7155555555555555 0.25333333333333335
135 0.9766666666666667 0.0033333333333332993 0.9444444444444444 0.020000000000000018 0.7055555555555556 0.26777777777777784
136 0.97 0.003333333333333355 0.9466666666666667 0.01777777777777778 0.7055555555555556 0.2811111111111111
137 0.9722222222222222 0.0033333333333332993 0.9388888888888889 0.02111111111111108 0.7266666666666667 0.2577777777777778
138 0.9655555555555555 0.003333333333333355 0.9322222222222223 0.034444444444444444 0.73 0.2544444444444445
139 0.9666666666666667 0.0022222222222222365 0.9299999999999999 0.03888888888888892 0.7288888888888889 0.24888888888888888
140 0.9688888888888889 0.0022222222222222365 0.9322222222222223 0.034444444444444444 0.7288888888888889 0.24000000000000002
141 0.9722222222222222 0.0033333333333332993 0.9266666666666667 0.04444444444444445 0.7133333333333334 0.24666666666666665
142 0.9766666666666667 0.007777777777777772 0.9388888888888889 0.034444444444444444 0.7 0.25333333333333335
143 0.9788888888888889 0.005555555555555536 0.9433333333333334 0.02777777777777779 0.7 0.2644444444444444
144 0.98 0.00888888888888889 0.9455555555555556 0.02777777777777779 0.6888888888888889 0.2733333333333333
145 0.9777777777777779 0.006666666666666654 0.95 0.025555555555555554 0.6977777777777778 0.27111111111111114
146 0.9822222222222222 0.0022222222222222365 0.9477777777777778 0.025555555555555554 0.7077777777777777 0.27222222222222225
147 0.9722222222222222 0.0033333333333332993 0.9422222222222223 0.026666666666666672 0.7077777777777777 0.2677777777777778
148 0.97 0.0011111111111111183 0.9344444444444444 0.03666666666666668 0.71 0.26555555555555554
149 0.9688888888888889 0.0022222222222222365 0.9311111111111111 0.0377777777777778 0.7144444444444444 0.25666666666666665
150 0.971111111111111 0.0044444444444444176 0.9144444444444444 0.041111111111111154 0.7022222222222222 0.26
151 0.9755555555555555 0.0044444444444444176 0.9155555555555556 0.040000000000000036 0.7011111111111111 0.2544444444444445
152 0.9788888888888889 0.005555555555555536 0.9199999999999999 0.04444444444444445 0.6955555555555556 0.26888888888888884
153 0.981111111111111 0.005555555555555591 0.9233333333333333 0.0411111111111111 0.6811111111111111 0.2766666666666666
154 0.9822222222222222 0.004444444444444473 0.9355555555555555 0.03999999999999998 0.6833333333333333 0.27444444444444444
155 0.9788888888888889 0.003333333333333355 0.9444444444444444 0.03999999999999998 0.6733333333333333 0.28222222222222226
156 0.971111111111111 0.0044444444444444176 0.9422222222222223 0.031111111111111145 0.6722222222222222 0.2855555555555555
157 0.9677777777777777 0.007777777777777772 0.9433333333333334 0.025555555555555554 0.6722222222222223 0.29
158 0.9688888888888889 0.006666666666666654 0.9322222222222223 0.02999999999999997 0.6955555555555556 0.2755555555555556
159 0.9644444444444444 0.00666666666666671 0.9288888888888889 0.033333333333333326 0.7011111111111111 0.27222222222222225
160 0.9733333333333334 0.0044444444444444176 0.9233333333333333 0.0411111111111111 0.6955555555555556 0.2777777777777778
161 0.9777777777777777 0.0022222222222222365 0.9277777777777778 0.043333333333333335 0.7077777777777778 0.26333333333333336
162 0.9766666666666667 0.0033333333333332993 0.9322222222222223 0.041111111111111154 0.7066666666666667 0.25333333333333335
163 0.9777777777777777 0.0022222222222222365 0.9422222222222223 0.031111111111111145 0.7 0.2577777777777777
164 0.9755555555555555 0.006666666666666654 0.9477777777777778 0.023333333333333373 0.7044444444444444 0.2488888888888889
165 0.9777777777777779 0.011111111111111127 0.9411111111111111 0.02777777777777779 0.7077777777777778 0.2411111111111111
166 0.9788888888888889 0.007777777777777772 0.9311111111111111 0.033333333333333326 0.71 0.2388888888888889
167 0.9733333333333334 0.00888888888888889 0.9277777777777778 0.043333333333333335 0.711111111111111 0.24666666666666665
168 0.971111111111111 0.00888888888888889 0.9266666666666667 0.04666666666666669 0.7122222222222222 0.25
169 0.97 0.003333333333333355 0.9233333333333333 0.050000000000000044 0.72 0.24666666666666667
170 0.97 0.005555555555555536 0.9177777777777778 0.053333333333333344 0.7188888888888889 0.25222222222222224
171 0.9711111111111111 0.0022222222222222365 0.9255555555555555 0.05444444444444446 0.7133333333333334 0.26666666666666666
172 0.971111111111111 0.0044444444444444176 0.9266666666666666 0.05111111111111111 0.7033333333333334 0.26777777777777784
173 0.9722222222222223 0.0011111111111111183 0.9222222222222223 0.05111111111111116 0.7066666666666667 0.2644444444444444
174 0.9755555555555555 0.002222222222222181 0.93 0.043333333333333335 0.7122222222222222 0.25222222222222224
175 0.9777777777777777 0.0022222222222222365 0.9311111111111111 0.040000000000000036 0.7155555555555555 0.24444444444444444
176 0.9788888888888889 0.003333333333333355 0.9344444444444444 0.03666666666666668 0.72 0.23777777777777775
177 0.9788888888888889 0.005555555555555536 0.9322222222222223 0.034444444444444444 0.7088888888888889 0.24444444444444446
178 0.9822222222222223 0.00888888888888889 0.9255555555555556 0.0411111111111111 0.7244444444444444 0.23111111111111113
179 0.9766666666666667 0.005555555555555536 0.9211111111111111 0.043333333333333335 0.7155555555555555 0.24666666666666665
180 0.9755555555555555 0.002222222222222181 0.9188888888888889 0.04555555555555557 0.72 0.23111111111111113
181 0.97 0.0011111111111111183 0.9211111111111111 0.04555555555555557 0.73 0.22111111111111115
182 0.97 0.005555555555555536 0.9222222222222223 0.04888888888888893 0.711111111111111 0.24666666666666665
183 0.9677777777777778 0.003333333333333355 0.9244444444444444 0.05777777777777776 0.7044444444444444 0.2577777777777778
184 0.9722222222222223 0.0011111111111111183 0.9233333333333333 0.054444444444444406 0.7022222222222223 0.2688888888888889
185 0.9755555555555555 0.002222222222222181 0.9211111111111111 0.054444444444444406 0.6877777777777778 0.2811111111111111
186 0.9766666666666666 0.0011111111111111183 0.9222222222222223 0.04888888888888893 0.6822222222222223 0.27111111111111114
187 0.97 0.0011111111111111183 0.9266666666666666 0.04888888888888887 0.6922222222222223 0.26333333333333336
188 0.9722222222222222 0.0033333333333332993 0.9244444444444444 0.04666666666666669 0.6977777777777778 0.2511111111111111
189 0.97 0.003333333333333355 0.9266666666666667 0.04222222222222222 0.7044444444444444 0.24222222222222223
190 0.9733333333333334 0.0044444444444444176 0.9188888888888889 0.04555555555555557 0.7022222222222222 0.24444444444444444
191 0.9733333333333334 0.002222222222222181 0.9177777777777778 0.04888888888888887 0.7066666666666667 0.26
192 0.9766666666666667 0.0033333333333332993 0.9088888888888889 0.053333333333333344 0.7133333333333334 0.24666666666666665
193 0.981111111111111 0.003333333333333355 0.9088888888888889 0.055555555555555525 0.6977777777777778 0.25555555555555554
194 0.98 0.004444444444444473 0.9122222222222223 0.05888888888888888 0.7022222222222223 0.25333333333333335
195 0.9788888888888889 0.005555555555555536 0.9222222222222223 0.05111111111111116 0.7022222222222223 0.25333333333333335
196 0.9788888888888889 0.003333333333333355 0.9277777777777778 0.04555555555555557 0.6888888888888889 0.26888888888888884
197 0.9744444444444444 0.0011111111111110628 0.9333333333333333 0.04222222222222222 0.68 0.2911111111111111
198 0.9766666666666666 0.0011111111111111183 0.9311111111111111 0.04222222222222227 0.6866666666666668 0.2866666666666667
199 0.97 0.0011111111111111183 0.9222222222222223 0.03999999999999998 0.6866666666666666 0.28444444444444444
200 0.9677777777777778 0.0011111111111111183 0.9188888888888889 0.03222222222222221 0.6933333333333334 0.27555555555555555
201 0.9711111111111111 0.0022222222222222365 0.9188888888888889 0.030000000000000027 0.7122222222222222 0.25666666666666665
202 0.9622222222222222 0.0022222222222222365 0.9177777777777778 0.026666666666666672 0.71 0.26333333333333336
203 0.9633333333333334 0.0011111111111111183 0.9277777777777778 0.021111111111111136 0.6966666666666667 0.2744444444444445
204 0.9688888888888889 0.0022222222222222365 0.9377777777777778 0.019999999999999962 0.7033333333333334 0.26777777777777784
205 0.97 0.0011111111111111183 0.94 0.024444444444444435 0.7066666666666667 0.26222222222222225
206 0.9722222222222223 0.0011111111111111183 0.9411111111111111 0.02111111111111108 0.6977777777777778 0.2733333333333333
207 0.9744444444444444 0.0033333333333332993 0.9344444444444444 0.02999999999999997 0.7044444444444444 0.25555555555555554
208 0.9744444444444444 0.0011111111111110628 0.9255555555555555 0.03666666666666668 0.7077777777777777 0.25222222222222224
209 0.9688888888888889 0.004444444444444473 0.9188888888888889 0.0411111111111111 0.701111111111111 0.25666666666666665
210 0.9688888888888889 0.004444444444444473 0.9144444444444444 0.056666666666666705 0.7088888888888889 0.26
211 0.9688888888888889 0.004444444444444473 0.9066666666666667 0.06 0.6933333333333334 0.27111111111111114
212 0.9677777777777778 0.003333333333333355 0.9177777777777778 0.05555555555555558 0.6911111111111111 0.27111111111111114
213 0.9688888888888889 0.011111111111111127 0.9211111111111111 0.06333333333333335 0.6966666666666667 0.2744444444444445
214 0.9666666666666667 0.00666666666666671 0.9244444444444444 0.055555555555555525 0.6877777777777778 0.2788888888888889
215 0.9744444444444444 0.0011111111111110628 0.9166666666666667 0.052222222222222225 0.6877777777777778 0.27666666666666667
216 0.9755555555555555 0.002222222222222181 0.9188888888888889 0.052222222222222225 0.6966666666666667 0.27222222222222225
217 0.9811111111111112 0.007777777777777772 0.9222222222222223 0.05111111111111116 0.6877777777777778 0.2833333333333333
218 0.98 0.00888888888888889 0.9222222222222223 0.05111111111111116 0.6822222222222223 0.2822222222222222
219 0.981111111111111 0.003333333333333355 0.9122222222222223 0.056666666666666705 0.6933333333333334 0.2644444444444444
220 0.9755555555555555 0.006666666666666654 0.9199999999999999 0.06 0.6866666666666666 0.27555555555555555
221 0.9755555555555555 0.0 0.9177777777777778 0.04888888888888887 0.6833333333333333 0.2766666666666666
222 0.9755555555555555 0.0 0.9166666666666666 0.04555555555555557 0.68 0.2733333333333333
223 0.97 0.005555555555555536 0.9122222222222223 0.052222222222222225 0.6766666666666667 0.2788888888888889
224 0.9677777777777777 0.010000000000000009 0.9177777777777778 0.053333333333333344 0.6822222222222223 0.2688888888888889
225 0.9666666666666666 0.00888888888888889 0.9177777777777778 0.05777777777777776 0.6922222222222222 0.26555555555555554
226 0.9644444444444444 0.011111111111111072 0.9211111111111111 0.06333333333333335 0.6888888888888889 0.27555555555555555
227 0.9611111111111111 0.007777777777777772 0.9122222222222223 0.06555555555555553 0.7022222222222222 0.2666666666666667
228 0.9688888888888889 0.0022222222222222365 0.9199999999999999 0.055555555555555525 0.6944444444444444 0.2744444444444445
229 0.9633333333333334 0.0011111111111111183 0.9155555555555556 0.05777777777777782 0.6977777777777777 0.2777777777777778
230 0.9622222222222223 0.00888888888888889 0.9244444444444444 0.04888888888888893 0.6922222222222223 0.2788888888888889
231 0.9688888888888889 0.004444444444444473 0.92 0.053333333333333344 0.6766666666666666 0.29000000000000004
232 0.9666666666666667 0.004444444444444473 0.9255555555555556 0.043333333333333335 0.6955555555555556 0.2755555555555556
233 0.9677777777777778 0.003333333333333355 0.92 0.053333333333333344 0.6966666666666667 0.26555555555555554
234 0.9722222222222222 0.0033333333333332993 0.9188888888888889 0.04777777777777781 0.7055555555555555 0.2611111111111111
235 0.971111111111111 0.006666666666666654 0.9144444444444444 0.04999999999999999 0.7111111111111111 0.25333333333333335
236 0.9755555555555555 0.006666666666666654 0.9055555555555556 0.06333333333333335 0.7077777777777777 0.24999999999999997
237 0.9744444444444444 0.007777777777777772 0.9044444444444444 0.062222222222222234 0.71 0.25222222222222224
238 0.9744444444444444 0.0011111111111110628 0.89 0.06555555555555559 0.6988888888888889 0.25666666666666665
239 0.9755555555555555 0.00888888888888889 0.8888888888888888 0.06888888888888889 0.6811111111111111 0.2677777777777778
240 0.9744444444444444 0.012222222222222245 0.8955555555555555 0.06222222222222218 0.6688888888888889 0.28444444444444444
241 0.9766666666666667 0.005555555555555536 0.9044444444444444 0.05777777777777776 0.6511111111111111 0.2977777777777778
242 0.9733333333333334 0.0044444444444444176 0.9055555555555556 0.061111111111111116 0.6455555555555555 0.31000000000000005
243 0.9722222222222222 0.005555555555555536 0.9255555555555556 0.04555555555555557 0.6577777777777778 0.30666666666666664
244 0.9666666666666667 0.0 0.9188888888888889 0.04777777777777781 0.6611111111111111 0.30333333333333334
245 0.9644444444444444 0.0022222222222222365 0.9155555555555556 0.053333333333333344 0.6799999999999999 0.2822222222222222
